series_id,area_code,item_code,seasonal,periodicity_code,base_code,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
CUSR0000SEFT04   ,0000,SEFT04,S,R,S,1982-84=100,"Spices, seasonings, condiments, sauces in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFV     ,0000,SEFV,S,R,S,1982-84=100,"Food away from home in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SEFV01   ,0000,SEFV01,S,R,S,DECEMBER 1997=100,"Full service meals and snacks in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFV03   ,0000,SEFV03,S,R,S,DECEMBER 1997=100,"Food at employee sites and schools in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFV05   ,0000,SEFV05,S,R,S,DECEMBER 1997=100,"Other food away from home in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFW     ,0000,SEFW,S,R,S,1982-84=100,"Alcoholic beverages at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFW01   ,0000,SEFW01,S,R,S,1982-84=100,"Beer, ale, and other malt beverages at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1969,M01,2018,M05
CUSR0000SEFW02   ,0000,SEFW02,S,R,S,1982-84=100,"Distilled spirits at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1992,M01,2018,M05
CUSR0000SEFW03   ,0000,SEFW03,S,R,S,1982-84=100,"Wine at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1990,M01,2018,M05
CUSR0000SEFX     ,0000,SEFX,S,R,S,1982-84=100,"Alcoholic beverages away from home in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEGA     ,0000,SEGA,S,R,S,1982-84=100,"Tobacco and smoking products in U.S. city average, all urban consumers, seasonally adjusted",          ,1986,M01,2018,M05
CUSR0000SEGA01   ,0000,SEGA01,S,R,S,DECEMBER 1997=100,"Cigarettes in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEGD     ,0000,SEGD,S,R,S,1982-84=100,"Miscellaneous personal services in U.S. city average, all urban consumers, seasonally adjusted",          ,1990,M01,2018,M05
CUSR0000SEGD01   ,0000,SEGD01,S,R,S,DECEMBER 1986=100,"Legal services in U.S. city average, all urban consumers, seasonally adjusted",          ,2001,M01,2018,M05
CUSR0000SEGD02   ,0000,SEGD02,S,R,S,DECEMBER 1986=100,"Funeral expenses in U.S. city average, all urban consumers, seasonally adjusted",          ,1988,M01,2018,M05
CUSR0000SEGD03   ,0000,SEGD03,S,R,S,DECEMBER 1997=100,"Laundry and dry cleaning services in U.S. city average, all urban consumers, seasonally adjusted",          ,2004,M01,2018,M05
CUSR0000SEGD05   ,0000,SEGD05,S,R,S,DECEMBER 1986=100,"Financial services in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEGE     ,0000,SEGE,S,R,S,DECEMBER 1997=100,"Miscellaneous personal goods in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEHA     ,0000,SEHA,S,R,S,1982-84=100,"Rent of primary residence in U.S. city average, all urban consumers, seasonally adjusted",          ,1981,M01,2018,M05
CUSR0000SEHB     ,0000,SEHB,S,R,S,DECEMBER 1997=100,"Lodging away from home in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M12,2018,M05
CUSR0000SEHB01   ,0000,SEHB01,S,R,S,DECEMBER 1982=100,"Housing at school, excluding board in U.S. city average, all urban consumers, seasonally adjusted",          ,1984,M01,2018,M05
CUSR0000SEHB02   ,0000,SEHB02,S,R,S,1982-84=100,"Other lodging away from home including hotels and motels in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SEHC     ,0000,SEHC,S,R,S,DECEMBER 1982=100,"Owners' equivalent rent of residences in U.S. city average, all urban consumers, seasonally adjusted",          ,1983,M01,2018,M05
CUSR0000SEHC01   ,0000,SEHC01,S,R,S,DECEMBER 1982=100,"Owners' equivalent rent of primary residence in U.S. city average, all urban consumers, seasonally adjusted",          ,1983,M01,2018,M05
CUSR0000SEHE     ,0000,SEHE,S,R,S,1982-84=100,"Fuel oil and other fuels in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEHE01   ,0000,SEHE01,S,R,S,1982-84=100,"Fuel oil in U.S. city average, all urban consumers, seasonally adjusted",          ,1952,M01,2018,M05
CUSR0000SEHE02   ,0000,SEHE02,S,R,S,DECEMBER 1986=100,"Propane, kerosene, and firewood in U.S. city average, all urban consumers, seasonally adjusted",          ,1994,M01,2018,M05
CUSR0000SEHF     ,0000,SEHF,S,R,S,1982-84=100,"Energy services in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEHF01   ,0000,SEHF01,S,R,S,1982-84=100,"Electricity in U.S. city average, all urban consumers, seasonally adjusted",          ,1952,M01,2018,M05
CUSR0000SEHF02   ,0000,SEHF02,S,R,S,1982-84=100,"Utility (piped) gas service in U.S. city average, all urban consumers, seasonally adjusted",          ,1952,M01,2018,M05
CUSR0000SEHG     ,0000,SEHG,S,R,S,DECEMBER 1997=100,"Water and sewer and trash collection services in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M12,2018,M05
CUSR0000SEHG01   ,0000,SEHG01,S,R,S,1982-84=100,"Water and sewerage maintenance in U.S. city average, all urban consumers, seasonally adjusted",          ,1986,M01,2018,M05
CUSR0000SEHG02   ,0000,SEHG02,S,R,S,DECEMBER 1983=100,"Garbage and trash collection in U.S. city average, all urban consumers, seasonally adjusted",          ,1984,M01,2018,M05
CUSR0000SEHH     ,0000,SEHH,S,R,S,DECEMBER 1997=100,"Window and floor coverings and other linens in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEHH02   ,0000,SEHH02,S,R,S,DECEMBER 1997=100,"Window coverings in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEHJ     ,0000,SEHJ,S,R,S,1982-84=100,"Furniture and bedding in U.S. city average, all urban consumers, seasonally adjusted",          ,1969,M01,2018,M05
CUSR0000SEHJ03   ,0000,SEHJ03,S,R,S,DECEMBER 1997=100,"Other furniture in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEHK     ,0000,SEHK,S,R,S,DECEMBER 1997=100,"Appliances in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEHK01   ,0000,SEHK01,S,R,S,DECEMBER 1997=100,"Major appliances in U.S. city average, all urban consumers, seasonally adjusted",          ,2006,M01,2018,M05
CUSR0000SEHK02   ,0000,SEHK02,S,R,S,DECEMBER 1997=100,"Other appliances in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEHL     ,0000,SEHL,S,R,S,DECEMBER 1997=100,"Other household equipment and furnishings in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEHL02   ,0000,SEHL02,S,R,S,DECEMBER 1990=100,"Indoor plants and flowers in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SEHL04   ,0000,SEHL04,S,R,S,DECEMBER 1997=100,"Nonelectric cookware and tableware in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEHM     ,0000,SEHM,S,R,S,DECEMBER 1997=100,"Tools, hardware, outdoor equipment and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,2002,M01,2018,M05
CUSR0000SEHM02   ,0000,SEHM02,S,R,S,DECEMBER 1997=100,"Outdoor equipment and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,2000,M01,2018,M05
CUSR0000SEHN     ,0000,SEHN,S,R,S,1982-84=100,"Housekeeping supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SEHN01   ,0000,SEHN01,S,R,S,DECEMBER 1997=100,"Household cleaning products in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEHN03   ,0000,SEHN03,S,R,S,DECEMBER 1997=100,"Miscellaneous household products in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEHP03   ,0000,SEHP03,S,R,S,DECEMBER 1997=100,"Moving, storage, freight expense in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEMC     ,0000,SEMC,S,R,S,1982-84=100,"Professional services in U.S. city average, all urban consumers, seasonally adjusted",          ,1980,M01,2018,M05
CUSR0000SEMC01   ,0000,SEMC01,S,R,S,1982-84=100,"Physicians' services in U.S. city average, all urban consumers, seasonally adjusted",          ,1980,M01,2018,M05
CUSR0000SEMC02   ,0000,SEMC02,S,R,S,1982-84=100,"Dental services in U.S. city average, all urban consumers, seasonally adjusted",          ,1995,M01,2018,M05
CUSR0000SEMC03   ,0000,SEMC03,S,R,S,DECEMBER 1986=100,"Eyeglasses and eye care in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEMC04   ,0000,SEMC04,S,R,S,DECEMBER 1986=100,"Services by other medical professionals in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEMD     ,0000,SEMD,S,R,S,1982-84=100,"Hospital and related services in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEMD01   ,0000,SEMD01,S,R,S,DECEMBER 1996=100,"Hospital services in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M01,2018,M05
CUSR0000SEMD02   ,0000,SEMD02,S,R,S,DECEMBER 1996=100,"Nursing homes and adult day services in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M01,2018,M05
CUSR0000SEMF01   ,0000,SEMF01,S,R,S,1982-84=100,"Prescription drugs in U.S. city average, all urban consumers, seasonally adjusted",          ,1969,M01,2018,M05
CUSR0000SERA     ,0000,SERA,S,R,S,DECEMBER 1997=100,"Video and audio in U.S. city average, all urban consumers, seasonally adjusted",          ,1994,M01,2018,M05
CUSR0000SERA01   ,0000,SERA01,S,R,S,1982-84=100,"Televisions in U.S. city average, all urban consumers, seasonally adjusted",          ,1996,M01,2018,M05
CUSR0000SERA02   ,0000,SERA02,S,R,S,DECEMBER 1983=100,"Cable and satellite television service in U.S. city average, all urban consumers, seasonally adjusted",          ,1992,M01,2018,M05
CUSR0000SERA03   ,0000,SERA03,S,R,S,DECEMBER 1997=100,"Other video equipment in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SERA05   ,0000,SERA05,S,R,S,1982-84=100,"Audio equipment in U.S. city average, all urban consumers, seasonally adjusted",          ,2009,M01,2018,M05
CUSR0000SERAC    ,0000,SERAC,S,R,S,DECEMBER 2009=100,"Video and audio products in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SERAS    ,0000,SERAS,S,R,S,DECEMBER 2009=100,"Video and audio services in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SERB     ,0000,SERB,S,R,S,DECEMBER 1997=100,"Pets, pet products and services in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SERB01   ,0000,SERB01,S,R,S,1982-84=100,"Pets and pet products in U.S. city average, all urban consumers, seasonally adjusted",          ,2001,M01,2018,M05
CUSR0000SERB02   ,0000,SERB02,S,R,S,DECEMBER 1997=100,"Pet services including veterinary in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SERC     ,0000,SERC,S,R,S,1982-84=100,"Sporting goods in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SERC01   ,0000,SERC01,S,R,S,1982-84=100,"Sports vehicles including bicycles in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M01,2018,M05
CUSR0000SERC02   ,0000,SERC02,S,R,S,1982-84=100,"Sports equipment in U.S. city average, all urban consumers, seasonally adjusted",          ,2008,M01,2018,M05
CUSR0000SERD     ,0000,SERD,S,R,S,DECEMBER 1997=100,"Photography in U.S. city average, all urban consumers, seasonally adjusted",          ,2005,M01,2018,M05
CUSR0000SERD01   ,0000,SERD01,S,R,S,1982-84=100,"Photographic equipment and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SERE     ,0000,SERE,S,R,S,DECEMBER 1997=100,"Other recreational goods in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M12,2018,M05
CUSR0000SERE01   ,0000,SERE01,S,R,S,1982-84=100,"Toys in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SERE02   ,0000,SERE02,S,R,S,DECEMBER 1997=100,"Sewing machines, fabric and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SERE03   ,0000,SERE03,S,R,S,DECEMBER 1997=100,"Music instruments and accessories in U.S. city average, all urban consumers, seasonally adjusted",          ,2004,M01,2018,M05
CUSR0000SERF     ,0000,SERF,S,R,S,DECEMBER 1997=100,"Other recreation services in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M12,2018,M05
CUSR0000SERF01   ,0000,SERF01,S,R,S,DECEMBER 1997=100,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SERF02   ,0000,SERF02,S,R,S,1982-84=100,"Admissions in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SERF03   ,0000,SERF03,S,R,S,DECEMBER 1986=100,"Fees for lessons or instructions in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SERG     ,0000,SERG,S,R,S,1982-84=100,"Recreational reading materials in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SETA     ,0000,SETA,S,R,S,DECEMBER 1997=100,"New and used motor vehicles in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SETA01   ,0000,SETA01,S,R,S,1982-84=100,"New vehicles in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SETA02   ,0000,SETA02,S,R,S,1982-84=100,"Used cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SETA03   ,0000,SETA03,S,R,S,DECEMBER 2001=100,"Leased cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",          ,2002,M01,2018,M05
CUSR0000SETA04   ,0000,SETA04,S,R,S,DECEMBER 1997=100,"Car and truck rental in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SETB     ,0000,SETB,S,R,S,1982-84=100,"Motor fuel in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SETB01   ,0000,SETB01,S,R,S,1982-84=100,"Gasoline (all types) in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SETB02   ,0000,SETB02,S,R,S,DECEMBER 1997=100,"Other motor fuels in U.S. city average, all urban consumers, seasonally adjusted",          ,2006,M01,2018,M05
CUSR0000SETC     ,0000,SETC,S,R,S,1982-84=100,"Motor vehicle parts and equipment in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SETC01   ,0000,SETC01,S,R,S,1982-84=100,"Tires in U.S. city average, all urban consumers, seasonally adjusted",          ,1992,M01,2018,M05
CUSR0000SETD     ,0000,SETD,S,R,S,1982-84=100,"Motor vehicle maintenance and repair in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SETD03   ,0000,SETD03,S,R,S,DECEMBER 1997=100,"Motor vehicle repair in U.S. city average, all urban consumers, seasonally adjusted",          ,2000,M01,2018,M05
CUSR0000SETE     ,0000,SETE,S,R,S,1982-84=100,"Motor vehicle insurance in U.S. city average, all urban consumers, seasonally adjusted",          ,1985,M01,2018,M05
CUSR0000SETF03   ,0000,SETF03,S,R,S,DECEMBER 1997=100,"Parking and other fees in U.S. city average, all urban consumers, seasonally adjusted",          ,2009,M01,2018,M05
CUSR0000SETG     ,0000,SETG,S,R,S,1982-84=100,"Public transportation in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SETG01   ,0000,SETG01,S,R,S,1982-84=100,"Airline fares in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SETG02   ,0000,SETG02,S,R,S,1982-84=100,"Other intercity transportation in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SS02042  ,0000,SS02042,S,R,S,1982-84=100,"Cookies in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
